CODE,LABEL,YEAR,0-14 years,15-24 years,25-34 years,35-44 years,45-54 years,55-64 years,65-74 years,75-84 years,85 years and over,Total,Working Age Population (15-64 years),Males,Females,Persons,Births,Total Fertility Rate (per female),Deaths,"Standardised Death Rate (per 1,000 population)",Population density,Proportion of total population,"Born in Oceania, Antarctica (exc. Australia)",Born in North-West Europe,Born in Southern & Eastern Europe,"Born in North Africa, Middle East",Born in South-East Asia,Born in North-East Asia,"Born in Southern, Central Asia",Born in Americas,Born in Sub-Saharan Africa,Total Born Overseas,Buddhism ,Christianity ,Hinduism ,Islam,Judaism ,Other Religions ,"Secular Beliefs, Other Spiritual Beliefs and No Religious Affiliation",Inadequately described or not stated ,Australian citizen,Not an Australian citizen,Australian Citizenship - Not stated,Proportion of total population
10900,Blue Mountains (C),2012,19,11.8,9.6,13.6,14.9,14.9,9.6,4.6,2,"78,532",64.7,41.1,43.3,42.2,810,2,585,5.9,54.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2013,19,11.5,9.6,13.5,14.6,14.8,10.2,4.7,2,"78,705",64.1,41.4,43.7,42.6,863,2,560,5.7,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2014,18.8,11.4,9.7,13.3,14.4,14.9,10.7,4.8,2,"78,867",63.7,41.7,44,42.9,714,1.9,568,5.6,55.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2015,18.7,11.3,9.6,13,14.2,14.9,11.1,5,2,"78,889",63.1,42,44.3,43.3,759,1.9,570,5.5,55.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10900,Blue Mountains (C),2016,18.7,11.2,9.6,12.6,14.1,14.9,11.6,5.2,2,"78,835",62.5,42.2,44.7,43.5,759,1.8,623,5.6,55.1,2.4,1.7,8.9,1.5,0.3,1.2,0.7,0.5,1.3,0.6,16.8,1.3,52.2,0.3,0.2,0.2,0.6,36.7,8.4,90.1,4.8,5.1,6.1
10900,Blue Mountains (C),2017,18.6,11.3,9.4,12.5,14,14.6,12.1,5.3,2,"78,968",62,42.3,44.9,43.7,-,-,604,5.7,55.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,14.5,0.7,1.3,0.1,-,0.7,0.1,0.5,0.1,-,3.6,-,-,-,-,-,-,-,-,90.1,2.1,7.9,2
10950,Bogan (A),2012,22.7,12.3,9.3,14.3,12.9,10.2,10.8,5.8,1.6,"2,982",59.1,39.3,40.1,39.6,67,3.7,37,8.5,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2013,21.7,12.4,9.6,14,13.5,10.1,10.7,6.3,1.7,"2,926",59.5,40.2,40.4,40.3,48,3.5,30,9.6,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2014,21.7,12.3,9.7,13.5,13.7,10.3,10.3,6.8,1.7,"2,894",59.4,40.5,39.9,40.3,48,3.3,17,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2015,21,12.3,10.4,13,13.8,10,10.8,6.9,1.8,"2,846",59.6,40.1,40.5,40.3,43,2.8,18,-,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
10950,Bogan (A),2016,21.3,12.7,11.8,11,14.5,10.5,10,6.4,1.9,"2,764",60.5,40,40,40,43,2.7,36,6.7,0.2,16.7,1.2,1.2,0.1,-,0.6,0.3,0.9,0.2,0.5,4.5,0.3,75.2,0.1,0.8,-,0.2,11.6,12.1,86.3,2.6,11,2.5
10950,Bogan (A),2017,21.2,12.2,12,10.2,14.7,11.1,9.6,6.9,2,"2,664",60.3,41.3,40.3,40.7,-,-,32,8.2,0.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,30.2,0.6,1.4,0.1,0.1,0.2,0.1,0.2,0.8,0.1,3.7,-,-,-,-,-,-,-,-,82.3,1.9,16,1.5
11150,Bourke (A),2012,24,12.6,12.9,14,14.1,10.6,7.1,3.8,1,"2,998",64.1,36.7,34.6,35.4,64,3.2,37,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2013,23.9,12.2,13.2,13.2,14,11.5,7.1,3.8,1.2,"2,903",64,36.9,35,35.7,96,3.8,31,12.2,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2014,23.4,11.2,14.4,12,14.3,11.8,7.6,3.9,1.3,"2,870",63.7,36.8,35.5,36,66,3.8,27,11.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2015,23.4,11,14.4,11.2,14.6,12.1,8,3.9,1.4,"2,801",63.3,36.5,35.7,36,62,3.8,21,9.4,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11150,Bourke (A),2016,23.8,11,14.3,11.3,15.2,11.4,7.9,3.7,1.4,"2,762",63.3,36.6,35.2,35.8,52,3.1,20,8,0.1,31.3,0.8,1.3,0.1,0.1,0.4,0.1,0.9,0.3,0.2,3.8,0.4,65.8,0.5,0.2,-,0.1,12.8,20.3,78.3,2.3,19.4,2.4
11150,Bourke (A),2017,23.7,10.2,14.7,10.6,15.7,11.8,8,3.8,1.5,"2,695",63,37.5,34.7,36.1,-,-,23,7.6,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,58.9,0.3,1.3,0.3,0.3,-,0.2,0.7,-,-,3.1,-,-,-,-,-,-,-,-,91.3,1.7,6.9,1.9
11200,Brewarrina (A),2012,25.2,15.9,11.5,12.1,15,10.4,5,4.2,0.7,"1,821",65,33.5,32.2,32.7,20,2.2,6,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2013,23.9,15.6,12.2,11.9,16,10.4,5.1,3.9,1,"1,830",66.1,34.1,32.9,33.3,27,2,13,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2014,23.6,15.2,12.6,12.1,15.3,11.8,4.7,3.3,1.4,"1,786",67,33.5,33.9,33.7,32,2.2,14,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2015,23.1,13.8,13.9,11.3,16.5,12,4.3,3,2.1,"1,762",67.5,34.5,34.2,34.4,20,2.2,5,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11200,Brewarrina (A),2016,24.1,14,14.7,10.1,15.8,12.4,5.7,2.3,0.9,"1,710",66.9,32,33.3,32.5,21,2,18,-,0.1,61.1,0.2,1.3,0.2,-,-,-,0.6,-,-,2.1,0.2,55.6,0.4,-,-,0.6,28.9,14.1,88.6,1.2,9.9,3.6
11200,Brewarrina (A),2017,24.5,12.9,14.9,9.6,16.5,12.6,5.7,2.5,0.7,"1,670",66.5,32,34.5,33.2,-,-,15,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,7.5,0.6,1.7,0.7,-,0.5,0.2,0.4,0.2,0.2,4.5,-,-,-,-,-,-,-,-,90.9,1.6,7.5,2.3
11250,Broken Hill (C),2012,17.6,12.2,10.9,11.3,14.3,13.7,9.9,7.4,2.7,"18,985",62.4,42.1,44.7,43.4,228,2.1,221,7.2,111.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2013,17.3,12.1,11.3,10.8,14.2,13.6,10.3,7.3,3,"18,802",62.1,42.5,44.9,43.7,239,2.1,210,7.3,110.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2014,17.1,11.9,11.6,10.8,13.7,13.9,10.6,7.2,3.3,"18,627",61.8,42.9,45,43.9,183,2,219,7.2,109.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2015,17.2,11.4,12,10.7,13.3,14.3,10.8,6.9,3.3,"18,360",61.7,43,45.1,44,223,2,219,7,107.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11250,Broken Hill (C),2016,17.2,11.2,12.4,10.5,13.1,14.5,11.1,6.7,3.3,"18,114",61.7,42.9,45,44,215,1.9,244,7.5,106.5,8.5,0.5,1.6,0.5,0.1,0.8,0.2,0.4,0.2,0.2,4.5,0.5,53.1,0.3,0.2,-,0.3,35.5,10.1,90.3,1.8,7.9,2.5
11250,Broken Hill (C),2017,16.8,11.1,12.7,10.1,13,14.7,11.4,6.8,3.3,"17,873",61.6,43.3,45.2,44.3,-,-,208,7.4,105.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,2,2.7,7.3,3,5.4,21.5,8.8,1.2,0.5,52.6,-,-,-,-,-,-,-,-,71.5,22.4,6,59.2
11300,Burwood (A),2012,14.1,17.1,19.9,12.4,12.4,9.8,6.7,5.3,2.4,"35,095",71.6,32.9,35.7,34.2,435,1.5,226,5.5,4923.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2013,13.8,17.5,20.3,12.2,12.2,9.8,6.7,5.1,2.5,"36,145",71.9,32.8,35.2,33.9,433,1.5,251,5.4,5070.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2014,13.5,17.9,20.7,12.1,12,9.6,6.7,5.1,2.5,"37,200",72.2,32.6,34.6,33.6,413,1.4,264,5.2,5218.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2015,13.3,18.1,21.2,11.8,11.8,9.6,6.7,4.9,2.6,"37,822",72.5,32.4,34.3,33.3,447,1.4,256,5.3,5306,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11300,Burwood (A),2016,13.3,18.1,21.7,11.7,11.5,9.7,6.7,4.7,2.6,"38,536",72.8,32.4,33.8,33,412,1.3,245,5.1,5406.2,0.4,1.7,2.2,5.9,2.7,6.6,27.5,8.9,1.3,0.4,57.2,6.8,42.5,7.5,1.6,0.1,0.5,33,8.2,64.3,30,5.7,63.6
11300,Burwood (A),2017,13.1,18,22.4,11.6,11.2,9.9,6.6,4.6,2.5,"39,310",73.2,32.3,33.6,32.9,-,-,228,4.9,5514.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,2.7,9.2,1,0.7,0.7,0.6,0.3,2,0.9,18.1,-,-,-,-,-,-,-,-,87,6.6,6.4,6.3
11350,Byron (A),2012,18.1,10.1,10.3,14.9,16.9,16,7.8,4,1.9,"31,210",68.3,42.2,43.3,42.7,352,1.9,218,6,55.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2013,17.8,9.9,10.5,14.8,16.3,16.4,8.4,4,1.9,"31,756",67.9,42.6,43.5,43.1,342,1.8,207,5.8,56.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2014,17.4,9.8,10.7,14.6,15.8,16.8,8.9,3.9,2,"32,263",67.8,43,43.7,43.4,315,1.8,225,5.7,57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2015,17.2,9.6,11.1,14.3,15.5,16.9,9.6,3.9,2.1,"32,803",67.3,43.4,44,43.8,364,1.8,226,5.6,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11350,Byron (A),2016,16.9,9.2,11.6,14,15.1,16.9,10.4,3.9,2,"33,399",66.9,43.7,44.2,44,334,1.7,208,5.5,59,1.8,2.7,8.6,1.1,0.6,0.7,0.7,0.3,2.3,0.8,17.8,2.5,31,0.2,0.1,0.9,1.1,47.6,16.5,81.1,6.5,12.4,6.8
11350,Byron (A),2017,17,9.1,11.7,13.7,15.1,16.5,11,4,1.9,"33,987",66.1,43.8,44.3,44.1,-,-,231,5.3,60.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11400,Cabonne (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.1,1.1,3.4,0.5,0.1,0.3,0.2,0.1,0.2,0.4,6.2,-,-,-,-,-,-,-,-,93.8,2.4,3.8,1.8
11400,Cabonne (A),2012,22.1,10.9,9.3,12.4,14.6,13.1,10.2,5.7,1.7,"13,322",60.3,41.7,41.6,41.7,163,2.5,117,5.7,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11400,Cabonne (A),2013,21.9,10.9,9.1,12.4,14.4,13.1,10.5,5.8,2,"13,473",59.9,42.1,42,42,162,2.5,110,6.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11400,Cabonne (A),2014,22,10.8,9.3,12.2,14.3,12.9,10.8,5.7,2,"13,506",59.5,42.1,42,42,157,2.5,92,6.2,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11400,Cabonne (A),2015,22.2,10.8,9.2,12.1,13.9,13,11,5.7,2.3,"13,511",58.9,42.3,42.1,42.2,150,2.5,128,6.1,2.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11400,Cabonne (A),2016,21.8,10.9,9.3,11.8,14,13,11.2,5.7,2.2,"13,577",59.1,41.7,42.8,42.3,147,2.4,110,5.9,2.3,3.8,1,2.9,0.4,0.1,0.5,0.2,0.2,0.2,0.5,5.9,0.5,72.7,-,0.1,-,0.3,17.8,8.6,91.4,2.2,6.4,2
11400,Cabonne (A),2017,21.5,11.3,9,11.6,13.6,13.5,11.4,5.8,2.4,"13,605",58.9,41.9,43.1,42.5,-,-,100,5.8,2.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11450,Camden (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1.7,6.4,2.6,0.7,1.1,0.7,0.7,1.1,0.9,15.9,-,-,-,-,-,-,-,-,91,4.5,4.4,10.2
11450,Camden (A),2012,23.9,14.2,13.7,15.8,12.9,9.5,5.8,2.9,1.3,"61,127",66.1,33,34.5,33.8,840,2.1,282,5.9,304.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11450,Camden (A),2013,23.9,14.3,13.9,15.5,12.7,9.4,6,3,1.3,"64,093",65.9,32.7,34.3,33.5,954,2,307,5.9,318.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11450,Camden (A),2014,24,14.1,14.5,15.2,12.6,9.3,6.1,2.9,1.3,"68,642",65.7,32.4,34,33.2,963,2,293,5.3,341.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11450,Camden (A),2015,24.1,13.7,15.2,15,12.4,9.2,6.2,2.9,1.2,"74,100",65.6,32.3,33.7,33,"1,167",2,358,5.5,368.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11450,Camden (A),2016,24.2,13.4,15.7,15.1,12.3,9.2,6.2,2.8,1.2,"80,264",65.7,32.3,33.5,33,"1,275",2,369,5.5,399.3,2.5,2.3,5.1,2.6,1.3,1.7,0.9,1.5,1.3,1,17.6,1.1,69.3,1.2,2,0.1,0.5,19.2,6.6,89.7,5.2,5.2,14.4
11450,Camden (A),2017,24.2,13.4,16,15,12.2,9.1,6.2,2.8,1.1,"87,068",65.7,32.3,33.3,32.8,-,-,367,5.6,433.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11500,Campbelltown (C) (NSW),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3.2,5.7,5,2.6,1.9,4.6,1,4.3,1.6,1.4,28.1,-,-,-,-,-,-,-,-,85.6,8.2,6.2,25.2
11500,Campbelltown (C) (NSW),2012,21.5,15.6,14.9,12.9,13.6,11.8,6.1,2.6,0.9,"152,452",68.8,32.6,34.4,33.5,"2,341",2.2,768,6.7,488.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11500,Campbelltown (C) (NSW),2013,21.6,15.4,15,13,13.3,11.7,6.5,2.7,0.9,"154,348",68.3,32.8,34.3,33.6,"2,370",2.1,817,6.7,494.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11500,Campbelltown (C) (NSW),2014,21.7,15.1,15.2,13.1,12.8,11.6,6.8,2.7,1,"156,292",67.8,33,34.3,33.6,"2,109",2,799,6.6,501.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11500,Campbelltown (C) (NSW),2015,21.7,14.8,15.3,13.2,12.5,11.5,7.1,2.8,1,"158,589",67.3,33.1,34.4,33.8,"2,449",2,809,6.5,508.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11500,Campbelltown (C) (NSW),2016,21.8,14.4,15.3,13.3,12.2,11.5,7.4,2.9,1,"161,566",66.8,33.3,34.7,34,"2,278",1.9,853,6.4,518,3.8,6,4.1,2.4,2.4,5.1,1.4,7.1,1.6,1.4,31.4,2.6,57.3,4.5,7.9,-,1.1,18.2,8.3,83.4,10.2,6.3,30.4
11500,Campbelltown (C) (NSW),2017,21.8,14.2,15.3,13.5,12,11.4,7.7,3.1,1,"164,508",66.4,33.5,34.8,34.2,-,-,847,6.3,527.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11520,Canada Bay (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.4,2.2,4.9,8.1,1.9,3.4,10.2,2.4,1.6,0.9,35.5,-,-,-,-,-,-,-,-,80.3,12.9,6.8,35.8
11520,Canada Bay (A),2012,16.6,12,18.1,15.9,13,10.4,7.2,4.7,2,"82,636",69.5,35.9,37.9,36.9,"1,299",1.8,437,4.4,4147.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11520,Canada Bay (A),2013,16.6,12.1,18.4,15.7,12.9,10.3,7.4,4.6,2,"85,568",69.4,35.7,37.8,36.8,"1,340",1.8,410,4.3,4294.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11520,Canada Bay (A),2014,16.5,12.1,18.8,15.4,12.8,10.3,7.5,4.5,2.1,"88,565",69.4,35.5,37.7,36.6,"1,281",1.8,461,4.3,4445.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11520,Canada Bay (A),2015,16.4,12.1,19.1,15.3,12.6,10.3,7.5,4.4,2.1,"90,467",69.5,35.4,37.6,36.4,"1,334",1.7,456,4.1,4540.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11520,Canada Bay (A),2016,16.2,12.1,19.5,15,12.5,10.4,7.7,4.4,2.2,"92,534",69.4,35.3,37.5,36.4,"1,236",1.6,458,4.1,4644.5,0.5,1.8,4.5,6.8,2.2,3.7,15.3,3.6,1.7,0.8,40.5,3.1,54.9,2.9,1.6,0.2,0.5,28.1,8.7,75.3,18.2,6.5,40.9
11520,Canada Bay (A),2017,16.1,12.1,19.4,14.9,12.6,10.4,7.8,4.5,2.3,"94,150",69.3,35.4,37.5,36.4,-,-,466,4,4725.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11570,Canterbury-Bankstown (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.7,2.8,2,6.9,9.2,8.4,6.6,4.4,1,1,42.1,-,-,-,-,-,-,-,-,82.3,10.7,7,58.7
11570,Canterbury-Bankstown (A),2012,20.5,13.7,15.2,13.8,13,10.2,7,4.7,1.9,"340,387",65.9,34.6,36.4,35.5,"5,498",2.2,"1,985",5.2,3087,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11570,Canterbury-Bankstown (A),2013,20.5,13.7,15.3,13.7,12.9,10.2,7,4.6,2,"345,692",65.8,34.5,36.3,35.4,"5,630",2.2,"2,147",5.2,3135.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11570,Canterbury-Bankstown (A),2014,20.5,13.6,15.5,13.6,12.7,10.3,7.1,4.6,2.1,"350,922",65.8,34.4,36.1,35.2,"5,099",2.1,"2,113",5.1,3182.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11570,Canterbury-Bankstown (A),2015,20.5,13.6,15.7,13.5,12.6,10.4,7.1,4.5,2.1,"356,328",65.8,34.3,35.9,35.1,"5,640",2.1,"2,200",5.2,3231.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11570,Canterbury-Bankstown (A),2016,20.5,13.7,15.9,13.4,12.4,10.5,7.1,4.4,2.1,"361,862",65.9,34.2,35.8,35,"5,329",2,"2,207",5.1,3281.8,0.7,2.6,1.6,5.8,9.2,9.4,7.3,6.1,1,1,44,6.1,46.8,1.9,20.8,-,0.6,15.2,8.6,79.5,14.4,6.1,60.2
11570,Canterbury-Bankstown (A),2017,20.4,13.6,16.1,13.3,12.3,10.6,7.2,4.4,2.1,"368,045",65.9,34.2,35.8,34.9,-,-,"2,103",5.1,3337.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11600,Carrathool (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6.6,1.6,2.7,0.5,-,0.8,0.7,0.6,0.1,0.5,7.6,-,-,-,-,-,-,-,-,90.9,4.7,4.3,3.8
11600,Carrathool (A),2012,18.7,11.7,12.7,13.1,16.9,12.1,8.8,4.7,1.2,"2,668",66.5,41.3,39.4,40.3,28,1.9,16,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11600,Carrathool (A),2013,18.6,11.6,13.9,12.5,15.4,13,8.3,4.9,1.8,"2,797",66.4,40.9,39.3,40.1,27,1.7,17,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11600,Carrathool (A),2014,18.3,11.8,13.9,13.1,14.9,13.9,7.1,5.1,1.8,"2,800",67.6,41.4,38.8,40.2,26,1.6,40,8.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11600,Carrathool (A),2015,18.7,11.7,14.4,12.6,14.4,14.6,6.2,5,2.5,"2,766",67.6,41.5,37.8,40.1,28,1.5,14,-,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11600,Carrathool (A),2016,20.2,11.9,13.6,12.2,14.6,13.3,7.6,4.3,2.3,"2,793",65.6,39.9,37.7,38.9,29,1.5,38,9.7,0.1,8,1.3,2.3,0.8,0.2,0.7,1.5,1.4,0.1,1.1,9.7,0.4,69.8,1.2,-,0.1,0.7,18.3,10,85.3,6.8,8.1,5.9
11600,Carrathool (A),2017,20.4,11.2,14.3,11.9,14.1,13.8,7.7,4.6,2,"2,796",65.3,40.1,37.4,39,-,-,23,7.5,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11650,Central Coast (C) (NSW),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2.9,2,7.2,1.2,0.3,0.9,0.6,0.4,0.8,0.6,14,-,-,-,-,-,-,-,-,89.7,4.7,5.6,4.7
11650,Central Coast (C) (NSW),2012,19.1,12.5,10.9,12.7,13.5,12.1,9.9,6.4,2.9,"325,163",61.8,39.7,42.2,41,"3,740",2.1,"3,067",6.1,193.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11650,Central Coast (C) (NSW),2013,19,12.4,11,12.6,13.3,12.2,10.2,6.3,3,"327,745",61.5,39.9,42.5,41.3,"3,956",2.1,"3,100",6.1,195,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11650,Central Coast (C) (NSW),2014,18.9,12.3,11.1,12.4,13.3,12.3,10.4,6.3,3,"330,377",61.3,40.2,42.8,41.5,"3,385",2,"3,348",6.1,196.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11650,Central Coast (C) (NSW),2015,18.9,12.1,11.2,12.2,13.2,12.4,10.6,6.3,3,"333,264",61.2,40.2,43.1,41.7,"3,818",2,"3,263",6.1,198.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11650,Central Coast (C) (NSW),2016,18.9,12,11.3,12.1,13.1,12.6,10.8,6.3,3,"336,611",61,40.3,43.2,41.8,"3,472",1.9,"3,326",6.1,200.2,3.8,2,6.8,1.3,0.3,1.2,0.8,0.6,0.9,0.7,14.6,1,61.6,0.4,0.3,0.1,0.4,28.1,8.2,89.1,4.9,6,5.9
11650,Central Coast (C) (NSW),2017,18.8,12,11.3,11.9,13,12.7,10.8,6.4,3,"339,196",60.9,40.3,43.2,41.8,-,-,"3,236",6,201.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11700,Central Darling (A),2011,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.1,1.8,1.9,0.8,-,0.2,0.3,0.2,0.5,0.2,5.8,-,-,-,-,-,-,-,-,88.7,3.3,8,3
11700,Central Darling (A),2012,20.5,12.9,13.2,12.5,14.4,13.4,9.2,3.4,0.5,"2,015",66.4,39.5,35,38.3,39,3.5,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
11700,Central Darling (A),2013,20.1,13.3,13.6,11.8,13.6,13.8,9.6,3.7,0.6,"1,979",66.1,39.5,34.1,38,37,3.4,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
